SectorName,SectorName_labelled,MajorsubgroupOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
18,"Professional, Scientific And Technical Activities","Science, Engineering And Technology Associate Professionals",Not outsourced,2,1.287418153427284,16.42005149716936,16.64061187557632,7,7.406753410082341,17.38167969349167
18,"Professional, Scientific And Technical Activities","Science, Engineering And Technology Associate Professionals",Outsourced,5,6.119335256655057,14.003572633406886,10.248464732034343,7,7.406753410082341,82.61832030650834
18,"Professional, Scientific And Technical Activities","Science, Research, Engineering And Technology Professionals",Not outsourced,50,42.059086301708795,21.46423604527969,20.97098695786418,60,51.88556424823008,81.06124875213922
18,"Professional, Scientific And Technical Activities","Science, Research, Engineering And Technology Professionals",Outsourced,10,9.826477946521285,26.82812001688613,26.538395972575156,60,51.88556424823008,18.938751247860786
18,"Professional, Scientific And Technical Activities",Secretarial And Related Occupations,Not outsourced,20,20.99799092580878,16.083983680981508,15.305709653247225,25,26.840457840778353,78.2326108234518
18,"Professional, Scientific And Technical Activities",Secretarial And Related Occupations,Outsourced,5,5.842466914969575,17.308692458330192,17.816542368539704,25,26.840457840778353,21.767389176548217
18,"Professional, Scientific And Technical Activities","Skilled Metal, Electrical And Electronic Trades",Not outsourced,2,1.3568795759809094,23.490894209126253,22.634628602928487,4,2.7999073710592888,48.46158805130618
18,"Professional, Scientific And Technical Activities","Skilled Metal, Electrical And Electronic Trades",Outsourced,2,1.4430277950783794,18.57252987279969,19.009058474526313,4,2.7999073710592888,51.53841194869382
18,"Professional, Scientific And Technical Activities",Transport And Mobile Machine Drivers And Operatives,Not outsourced,1,0.8923046683004615,35,35,1,0.8923046683004615,100
19,Public Administration And Defence; Compulsory Social Security,Administrative Occupations,Not outsourced,213,184.82816073612292,17.767662952500554,17.57834166239297,228,196.80212682162318,93.91573339227519
19,Public Administration And Defence; Compulsory Social Security,Administrative Occupations,Outsourced,15,11.973966085500239,16.806884121910397,16.001745838812603,228,196.80212682162318,6.084266607724804
19,Public Administration And Defence; Compulsory Social Security,Business And Public Service Associate Professionals,Not outsourced,57,47.79983013276296,20.75218502262276,20.447531378843408,60,49.768238040506915,96.04485112343771
19,Public Administration And Defence; Compulsory Social Security,Business And Public Service Associate Professionals,Outsourced,3,1.9684079077439556,22.037875813198095,21.736896934373373,60,49.768238040506915,3.95514887656229
19,Public Administration And Defence; Compulsory Social Security,"Business, Media And Public Service Professionals",Not outsourced,66,54.49173534720565,22.71661174098956,23.006965056909955,73,60.55228191039225,89.99121689227955
19,Public Administration And Defence; Compulsory Social Security,"Business, Media And Public Service Professionals",Outsourced,7,6.060546563186605,22.823236779147326,23.039708109221827,73,60.55228191039225,10.008783107720449
19,Public Administration And Defence; Compulsory Social Security,Caring Personal Service Occupations,Not outsourced,9,6.392143376007763,17.07230692515932,17.340044483738506,11,8.494627868211937,75.24924546639694
19,Public Administration And Defence; Compulsory Social Security,Caring Personal Service Occupations,Outsourced,2,2.102484492204175,18.8500102312257,18.987509256996308,11,8.494627868211937,24.75075453360306
19,Public Administration And Defence; Compulsory Social Security,Community And Civil Enforcement Occupations,Not outsourced,6,6.601298513006972,17.975233797333242,17.293537618660196,8,8.527474004393342,77.41212121674006
19,Public Administration And Defence; Compulsory Social Security,Community And Civil Enforcement Occupations,Outsourced,2,1.92617549138637,11.04644976468181,10.510606287744643,8,8.527474004393342,22.58787878325993
